id ,status,age,n_child,education,profession,device,account_balance,loan,mortgage,credit,positive,campaign_type,consent,n_contact,l_date,l_call_duration,p_outcome,n_p_contact,p_days,subscribed
507911,married,42,unknown,doctoral,teacher,cellular,11011,False,True,False,True,phone call,False,1,19-Nov,34,unknown,0,-1,False
485862,married,50,unknown,doctoral,manager,unknown,105,False,True,False,True,phone call,False,2,15-May,351,unknown,0,-1,False
500161,married,33,unknown,master,student,cellular,204,False,True,False,True,phone call,False,12,29-Jul,491,unknown,0,-1,False
499281,married,39,unknown,master,scientist,cellular,330,False,False,False,True,phone call,False,1,25-Jul,121,unknown,0,-1,False
516182,married,37,1,doctoral,technician,cellular,3532,False,True,False,True,phone call,True,1,27-Apr,114,unknown,0,-1,True
523374,single,26,unknown,doctoral,scientist,cellular,-50,False,True,False,False,phone call,False,1,13-Aug,131,success,1,90,False
484590,single,50,unknown,master,technician,unknown,392,False,True,False,True,phone call,False,2,12-May,67,unknown,0,-1,False
501987,single,32,unknown,doctoral,manager,cellular,529,False,False,False,True,phone call,False,2,07-Aug,93,unknown,0,-1,False
510694,married,43,unknown,master,student,cellular,2656,False,False,False,True,phone call,False,1,29-Jan,99,unknown,0,-1,False
491328,married,56,unknown,master,scientist,unknown,66,True,False,False,True,phone call,False,1,05-Jun,221,unknown,0,-1,False
518086,married,41,3 or more,bachelor,engineer,cellular,1295,True,True,False,True,phone call,False,1,08-May,166,unknown,0,-1,False
497669,married,52,3 or more,master,scientist,cellular,1902,False,True,False,True,phone call,False,2,18-Jul,265,unknown,0,-1,False
505721,married,44,unknown,master,scientist,cellular,624,False,False,False,True,phone call,False,3,27-Aug,79,unknown,0,-1,False
499608,married,42,unknown,master,teacher,telephone,98,False,True,False,True,phone call,False,2,28-Jul,207,unknown,0,-1,False
497945,married,29,0,doctoral,scientist,cellular,-3,False,False,False,False,phone call,False,2,21-Jul,185,unknown,0,-1,False
509219,single,31,unknown,master,self-employed,cellular,10,False,False,False,True,phone call,False,5,20-Nov,294,unknown,0,-1,False
511156,divorced,33,unknown,master,teacher,cellular,1085,False,True,False,True,phone call,False,1,30-Jan,151,unknown,0,-1,False
505707,married,37,unknown,bachelor,architect,cellular,288,False,False,False,True,phone call,False,15,27-Aug,12,unknown,0,-1,False
505402,single,33,unknown,master,manager,cellular,10,False,False,False,True,phone call,False,2,26-Aug,91,unknown,0,-1,False
523278,single,49,unknown,master,retired,cellular,5232,False,False,False,True,phone call,False,3,12-Aug,160,success,2,104,False
499436,single,44,unknown,doctoral,scientist,cellular,3099,False,True,False,True,phone call,False,30,25-Jul,67,unknown,0,-1,False
487228,single,34,1,master,engineer,unknown,3406,False,True,False,True,phone call,False,1,21-May,260,unknown,0,-1,False
490251,married,40,0,bachelor,manager,unknown,435,False,True,False,True,phone call,False,2,30-May,79,unknown,0,-1,False
482921,divorced,56,unknown,master,technician,unknown,710,False,True,False,True,phone call,False,2,06-May,136,unknown,0,-1,False
498433,single,31,unknown,master,engineer,cellular,1035,False,True,False,True,phone call,False,1,22-Jul,93,unknown,0,-1,False
495797,single,36,unknown,master,technician,cellular,263,False,False,False,True,phone call,False,2,09-Jul,205,unknown,0,-1,False
512770,married,40,unknown,master,teacher,cellular,-181,True,True,False,False,phone call,False,1,05-Feb,66,failure,1,258,False
488578,married,55,unknown,master,scientist,unknown,914,True,True,False,True,phone call,False,1,27-May,204,unknown,0,-1,False
518808,married,55,unknown,unknown,engineer,telephone,-315,False,True,False,False,phone call,False,2,11-May,76,failure,1,350,False
502929,married,38,unknown,doctoral,scientist,cellular,856,False,False,False,True,phone call,False,7,12-Aug,174,unknown,0,-1,False
491022,married,57,0,unknown,accountant,unknown,294,False,True,False,True,phone call,False,8,03-Jun,67,unknown,0,-1,False
521578,single,32,unknown,doctoral,scientist,cellular,2426,False,True,False,True,phone call,True,2,18-May,490,unknown,0,-1,True
513956,married,49,unknown,doctoral,scientist,cellular,481,False,True,False,True,phone call,False,1,03-Apr,185,success,2,31,False
499651,married,44,unknown,master,architect,cellular,756,False,False,False,True,phone call,False,3,28-Jul,44,unknown,0,-1,False
507322,married,39,0,doctoral,scientist,unknown,3892,False,True,False,True,phone call,False,2,18-Nov,247,unknown,0,-1,False
524047,married,54,unknown,doctoral,manager,cellular,7476,False,False,False,True,phone call,True,2,02-Oct,766,success,1,119,True
515067,single,36,1,doctoral,manager,cellular,249,False,True,False,True,phone call,False,1,17-Apr,128,unknown,0,-1,False
509844,single,31,2,doctoral,manager,cellular,2965,False,False,False,True,phone call,False,1,21-Nov,341,unknown,0,-1,False
526061,married,40,unknown,master,technician,cellular,244,False,True,False,True,phone call,True,1,13-May,277,success,5,181,True
512295,divorced,33,0,master,scientist,cellular,13,False,False,False,True,phone call,False,1,04-Feb,202,unknown,0,-1,False
493783,married,45,unknown,master,technician,unknown,753,False,False,False,True,phone call,False,1,19-Jun,128,unknown,0,-1,False
523302,single,30,unknown,doctoral,self-employed,cellular,1053,False,False,False,True,phone call,False,1,12-Aug,88,success,1,68,False
525759,single,33,unknown,master,scientist,cellular,221,False,False,False,True,phone call,False,1,01-Apr,160,failure,2,370,False
490721,married,47,unknown,master,teacher,unknown,320,False,True,False,True,phone call,False,1,03-Jun,80,unknown,0,-1,False
501662,married,53,0,bachelor,engineer,cellular,1034,False,True,False,True,phone call,False,2,06-Aug,340,unknown,0,-1,False
503892,married,57,unknown,master,scientist,cellular,276,False,False,False,True,phone call,False,11,19-Aug,138,unknown,0,-1,False
493536,married,55,1,master,manager,unknown,5262,False,False,False,True,phone call,False,1,18-Jun,175,unknown,0,-1,False
523281,married,43,unknown,doctoral,scientist,cellular,2389,False,False,False,True,phone call,True,3,12-Aug,171,success,5,100,True
490413,married,37,unknown,master,teacher,unknown,677,False,True,False,True,phone call,False,2,02-Jun,81,unknown,0,-1,False
514033,divorced,41,unknown,master,technician,cellular,253,False,True,False,True,phone call,False,1,06-Apr,131,failure,1,336,False
494521,married,43,1,doctoral,manager,unknown,1316,False,True,False,True,phone call,False,12,20-Jun,12,unknown,0,-1,False
526875,married,62,0,master,engineer,cellular,255,False,False,False,True,phone call,True,1,11-Aug,133,failure,2,286,True
522760,married,37,2,doctoral,retired,cellular,1494,True,False,False,True,phone call,True,3,01-Jul,128,unknown,0,-1,True
492484,married,42,0,bachelor,architect,unknown,24,False,False,True,True,phone call,False,1,11-Jun,73,unknown,0,-1,False
483545,married,42,unknown,bachelor,engineer,unknown,254,False,True,False,True,phone call,False,4,08-May,78,unknown,0,-1,False
488010,single,30,unknown,doctoral,manager,unknown,2095,False,True,False,True,phone call,False,5,26-May,236,unknown,0,-1,False
518343,married,40,0,master,student,cellular,1153,False,True,False,True,phone call,False,2,08-May,946,unknown,0,-1,False
521830,single,20,unknown,master,unemployed,cellular,156,False,False,False,True,phone call,False,2,25-May,97,unknown,0,-1,False
491745,married,26,unknown,master,technician,unknown,649,True,True,False,True,phone call,True,2,06-Jun,1150,unknown,0,-1,True
521020,married,30,unknown,doctoral,technician,cellular,-665,False,False,False,False,phone call,False,3,15-May,189,unknown,0,-1,False
517502,married,48,1,master,scientist,cellular,465,False,True,False,True,phone call,False,2,07-May,104,unknown,0,-1,False
523146,married,63,unknown,unknown,accountant,cellular,494,False,False,False,True,phone call,False,2,11-Aug,338,unknown,0,-1,False
498052,single,27,unknown,doctoral,manager,cellular,758,False,True,False,True,phone call,False,1,21-Jul,334,unknown,0,-1,False
501983,married,50,unknown,unknown,engineer,cellular,121,False,True,False,True,phone call,False,2,07-Aug,250,unknown,0,-1,False
525347,divorced,39,2,master,scientist,cellular,822,False,True,False,True,phone call,True,2,10-Feb,624,failure,5,180,True
516845,single,35,unknown,doctoral,manager,cellular,11,False,True,False,True,phone call,False,1,05-May,74,failure,1,285,False
505681,married,35,unknown,master,scientist,cellular,188,False,False,False,True,phone call,False,13,27-Aug,256,unknown,0,-1,False
507067,divorced,58,3 or more,master,engineer,cellular,590,True,False,False,True,phone call,False,4,17-Nov,200,failure,4,109,False
510087,married,34,unknown,doctoral,teacher,cellular,1308,False,False,False,True,phone call,False,1,11-Dec,213,unknown,0,-1,False
517970,married,37,unknown,master,engineer,cellular,136,True,True,False,True,phone call,False,1,07-May,443,unknown,0,-1,False
524626,married,64,0,master,accountant,cellular,1838,False,False,False,True,phone call,False,5,13-Nov,184,unknown,0,-1,False
508788,married,31,unknown,master,engineer,cellular,251,False,True,False,True,phone call,False,2,20-Nov,86,unknown,0,-1,False
514010,married,44,1,master,manager,cellular,7446,False,True,False,True,phone call,False,1,06-Apr,137,failure,16,257,False
525690,married,58,0,bachelor,engineer,cellular,1779,False,False,False,True,phone call,False,1,18-Mar,115,unknown,0,-1,False
525703,married,60,unknown,master,technician,cellular,3372,False,False,False,True,phone call,True,1,22-Mar,225,success,10,90,True
494716,married,55,unknown,doctoral,retired,unknown,573,False,False,False,True,phone call,False,4,26-Jun,45,unknown,0,-1,False
486661,divorced,47,unknown,master,scientist,unknown,1676,False,True,False,True,phone call,False,2,19-May,128,unknown,0,-1,False
504115,married,44,3 or more,doctoral,manager,telephone,1632,False,False,False,True,phone call,False,5,19-Aug,97,unknown,0,-1,False
515603,married,39,1,master,engineer,cellular,2079,False,True,False,True,phone call,False,1,20-Apr,407,failure,1,271,False
516251,married,31,unknown,doctoral,scientist,cellular,3054,False,False,False,True,phone call,True,1,30-Apr,667,unknown,0,-1,True
512114,single,43,unknown,bachelor,self-employed,cellular,248,False,False,False,True,phone call,False,2,04-Feb,204,unknown,0,-1,False
514192,married,56,unknown,doctoral,scientist,cellular,600,True,True,False,True,phone call,False,1,08-Apr,295,unknown,0,-1,False
526898,married,75,unknown,master,accountant,cellular,272,False,False,False,True,phone call,True,1,12-Aug,317,success,2,182,True
495148,single,40,unknown,master,technician,cellular,9,False,False,False,True,phone call,False,1,07-Jul,158,unknown,0,-1,False
496940,married,51,3 or more,master,accountant,cellular,468,False,True,False,True,phone call,False,4,15-Jul,111,unknown,0,-1,False
520479,single,39,1,master,teacher,cellular,6369,False,True,False,True,phone call,True,3,15-May,602,other,3,357,True
522863,single,52,1,doctoral,manager,cellular,43,False,False,False,True,phone call,False,1,07-Jul,1158,unknown,0,-1,False
483611,married,49,unknown,master,teacher,unknown,3,False,True,False,True,phone call,True,1,08-May,1009,unknown,0,-1,True
512721,married,37,unknown,master,architect,cellular,6700,True,False,False,True,phone call,True,3,05-Feb,569,unknown,0,-1,True
522272,single,31,2,doctoral,unemployed,cellular,68,False,False,False,True,phone call,True,2,02-Jun,237,unknown,0,-1,True
521146,single,26,unknown,master,technician,cellular,137,False,True,False,True,phone call,False,4,18-May,19,other,6,349,False
527089,single,51,3 or more,doctoral,manager,cellular,146,False,True,False,True,phone call,True,1,08-Sep,576,success,3,427,True
512260,married,36,unknown,doctoral,scientist,cellular,98,False,False,False,True,phone call,False,1,04-Feb,133,unknown,0,-1,False
514627,divorced,39,unknown,master,teacher,cellular,1771,True,True,False,True,phone call,False,1,16-Apr,317,failure,1,147,False
494532,married,46,1,master,engineer,unknown,2660,False,False,False,True,phone call,False,5,20-Jun,20,unknown,0,-1,False
507077,married,36,unknown,doctoral,manager,telephone,5548,False,False,False,True,phone call,False,3,17-Nov,218,unknown,0,-1,False
526269,single,29,unknown,master,engineer,unknown,300,False,False,False,True,phone call,True,1,14-Jun,393,other,6,96,True
486130,married,59,unknown,bachelor,accountant,unknown,591,False,True,False,True,phone call,False,1,16-May,128,unknown,0,-1,False
483488,married,29,3 or more,doctoral,manager,unknown,189,True,True,False,True,phone call,True,4,07-May,1522,unknown,0,-1,True
522622,married,32,unknown,master,teacher,cellular,833,False,False,False,True,phone call,True,1,15-Jun,337,unknown,0,-1,True
505051,single,48,unknown,doctoral,manager,cellular,757,False,False,False,True,phone call,True,4,25-Aug,867,unknown,0,-1,True
509801,married,51,unknown,doctoral,manager,cellular,14,False,True,False,True,phone call,False,2,21-Nov,54,unknown,0,-1,False
506113,married,32,unknown,master,scientist,cellular,920,False,False,False,True,phone call,False,10,28-Aug,52,unknown,0,-1,False
520857,single,35,unknown,master,scientist,cellular,1361,False,True,False,True,phone call,False,1,15-May,25,other,1,357,False
482365,single,44,0,master,scientist,unknown,36,False,True,False,True,phone call,False,1,05-May,138,unknown,0,-1,False
524371,single,44,unknown,doctoral,manager,cellular,4567,False,False,False,True,phone call,True,2,27-Oct,378,unknown,0,-1,True
493843,divorced,41,1,master,engineer,unknown,11,True,False,False,True,phone call,False,1,19-Jun,262,unknown,0,-1,False
514797,married,50,unknown,doctoral,manager,cellular,432,False,False,False,True,phone call,True,1,16-Apr,147,unknown,0,-1,True
490387,married,31,unknown,master,engineer,unknown,1232,False,True,False,True,phone call,False,1,02-Jun,476,unknown,0,-1,False
502420,single,34,0,doctoral,scientist,cellular,414,False,False,False,True,phone call,False,3,08-Aug,691,unknown,0,-1,False
520266,single,31,3 or more,doctoral,manager,cellular,10,True,True,False,True,phone call,False,3,14-May,107,failure,3,352,False
520082,married,30,unknown,master,scientist,cellular,10,False,True,False,True,phone call,False,3,14-May,44,unknown,0,-1,False
521802,single,35,3 or more,master,technician,cellular,1639,False,True,False,True,phone call,False,2,25-May,61,unknown,0,-1,False
504548,single,32,0,doctoral,manager,cellular,51,False,False,False,True,phone call,True,6,21-Aug,711,unknown,0,-1,True
515729,single,40,unknown,doctoral,scientist,cellular,753,False,True,False,True,phone call,False,1,20-Apr,36,other,1,335,False
514976,divorced,36,3 or more,master,scientist,cellular,238,False,True,False,True,phone call,False,1,17-Apr,51,unknown,0,-1,False
522500,married,40,unknown,master,scientist,cellular,1647,False,False,False,True,phone call,False,2,05-Jun,360,unknown,0,-1,False
510002,married,50,unknown,bachelor,engineer,cellular,10,False,False,False,True,phone call,False,2,21-Nov,255,failure,2,191,False
483707,married,49,unknown,master,teacher,unknown,-10,False,True,False,False,phone call,False,1,08-May,65,unknown,0,-1,False
519813,married,51,unknown,master,scientist,cellular,-432,True,True,False,False,phone call,False,2,13-May,727,unknown,0,-1,False
507519,married,32,unknown,doctoral,manager,cellular,1482,False,True,False,True,phone call,False,1,18-Nov,114,unknown,0,-1,False
502476,married,56,unknown,doctoral,manager,cellular,645,True,False,False,True,phone call,False,2,11-Aug,79,unknown,0,-1,False
518282,single,36,1,doctoral,scientist,cellular,236,False,True,False,True,phone call,False,4,08-May,84,unknown,0,-1,False
497593,married,34,unknown,doctoral,manager,telephone,116,True,False,False,True,phone call,False,3,17-Jul,156,unknown,0,-1,False
525091,married,92,unknown,unknown,accountant,cellular,708,False,False,False,True,phone call,True,4,26-Jan,150,success,3,96,True
519904,single,28,unknown,master,engineer,cellular,15,False,True,False,True,phone call,False,2,14-May,162,failure,3,360,False
507663,married,40,2,doctoral,manager,cellular,129,True,True,False,True,phone call,False,2,18-Nov,155,unknown,0,-1,False
509152,married,36,unknown,master,engineer,cellular,600,False,False,False,True,phone call,False,6,20-Nov,889,unknown,0,-1,False
524330,single,37,unknown,master,technician,cellular,10,False,False,False,True,phone call,False,1,23-Oct,86,unknown,0,-1,False
521668,single,24,unknown,master,retired,cellular,72,False,True,False,True,phone call,False,3,18-May,34,unknown,0,-1,False
498494,married,59,unknown,bachelor,architect,cellular,10,False,True,False,True,phone call,False,2,22-Jul,169,unknown,0,-1,False
491465,single,48,unknown,bachelor,engineer,unknown,294,False,False,False,True,phone call,False,2,05-Jun,506,unknown,0,-1,False
495557,married,49,2,master,technician,telephone,11916,True,False,False,True,phone call,False,2,08-Jul,71,unknown,0,-1,False
520494,single,30,unknown,master,scientist,cellular,35,False,True,True,True,phone call,False,5,15-May,702,failure,1,301,False
486832,single,60,unknown,master,accountant,unknown,-3,False,True,False,False,phone call,False,3,20-May,111,unknown,0,-1,False
506814,married,42,unknown,master,teacher,cellular,953,False,True,False,True,phone call,False,1,17-Nov,66,failure,1,186,False
520794,married,29,unknown,master,engineer,cellular,315,False,True,False,True,phone call,False,3,15-May,59,failure,2,354,False
520054,married,31,1,master,technician,cellular,7913,False,True,False,True,phone call,True,1,14-May,614,success,1,177,True
496268,married,44,3 or more,master,scientist,cellular,2094,False,True,False,True,phone call,False,3,10-Jul,75,unknown,0,-1,False
483430,married,44,2,bachelor,retired,unknown,62,False,True,False,True,phone call,False,3,07-May,104,unknown,0,-1,False
512861,married,36,unknown,master,scientist,cellular,636,False,True,False,True,phone call,False,5,05-Feb,533,unknown,0,-1,False
515061,married,36,0,master,engineer,cellular,1155,False,True,False,True,phone call,False,1,17-Apr,223,unknown,0,-1,False
493047,married,46,unknown,master,scientist,unknown,492,False,True,False,True,phone call,True,2,16-Jun,677,unknown,0,-1,True
494273,married,46,unknown,master,manager,unknown,10977,False,False,False,True,phone call,False,3,20-Jun,28,unknown,0,-1,False
483813,married,34,unknown,master,teacher,unknown,537,True,True,False,True,phone call,False,2,08-May,204,unknown,0,-1,False
483008,married,43,unknown,master,self-employed,unknown,10,False,True,False,True,phone call,False,2,06-May,35,unknown,0,-1,False
506792,married,43,0,doctoral,retired,cellular,10,False,True,False,True,phone call,False,1,17-Nov,97,unknown,0,-1,False
499373,divorced,39,unknown,doctoral,manager,cellular,1410,False,True,False,True,phone call,False,1,25-Jul,718,unknown,0,-1,False
490605,single,35,unknown,master,teacher,unknown,241,False,True,False,True,phone call,False,1,02-Jun,468,unknown,0,-1,False
511660,married,55,unknown,master,accountant,telephone,-157,True,False,False,False,phone call,False,2,02-Feb,419,unknown,0,-1,False
523905,married,67,unknown,bachelor,accountant,cellular,647,False,False,False,True,phone call,False,2,11-Sep,88,unknown,0,-1,False
491379,married,57,unknown,doctoral,manager,unknown,515,False,False,False,True,phone call,False,1,05-Jun,21,unknown,0,-1,False
493890,married,40,3 or more,doctoral,retired,unknown,10,False,False,True,True,phone call,True,4,19-Jun,859,unknown,0,-1,True
508937,divorced,51,unknown,master,scientist,cellular,7145,False,True,False,True,phone call,False,1,20-Nov,114,unknown,0,-1,False
503659,married,60,3 or more,master,engineer,cellular,4915,False,False,False,True,phone call,False,4,18-Aug,104,unknown,0,-1,False
494760,married,60,unknown,master,accountant,unknown,80,True,False,False,True,phone call,False,2,27-Jun,138,unknown,0,-1,False
482799,married,55,unknown,master,technician,unknown,175,False,True,False,True,phone call,False,1,06-May,137,unknown,0,-1,False
487542,single,30,0,master,engineer,unknown,140,False,True,False,True,phone call,False,3,21-May,184,unknown,0,-1,False
508833,divorced,51,unknown,master,engineer,cellular,60,True,True,True,True,phone call,False,2,20-Nov,66,unknown,0,-1,False
508853,single,30,1,master,technician,cellular,9672,False,False,False,True,phone call,False,1,20-Nov,59,unknown,0,-1,False
492905,divorced,36,unknown,master,engineer,unknown,737,False,False,False,True,phone call,False,1,16-Jun,149,unknown,0,-1,False
482410,married,58,3 or more,doctoral,student,unknown,-318,False,True,False,False,phone call,False,1,05-May,322,unknown,0,-1,False
482785,single,32,unknown,doctoral,manager,unknown,146,False,True,False,True,phone call,False,1,06-May,108,unknown,0,-1,False
484065,single,26,unknown,master,engineer,unknown,148,False,True,False,True,phone call,False,1,09-May,349,unknown,0,-1,False
501276,married,47,1,doctoral,manager,cellular,961,False,False,False,True,phone call,False,2,04-Aug,441,unknown,0,-1,False
517188,married,45,unknown,master,self-employed,cellular,60,False,True,False,True,phone call,False,1,06-May,178,unknown,0,-1,False
485472,married,43,3 or more,bachelor,engineer,unknown,-81,False,True,False,False,phone call,False,4,14-May,112,unknown,0,-1,False
526829,married,37,2,master,manager,cellular,519,False,False,False,True,phone call,True,1,06-Aug,159,failure,3,93,True
519090,married,39,unknown,master,technician,cellular,556,False,True,False,True,phone call,True,2,12-May,411,failure,3,364,True
503704,married,54,unknown,bachelor,engineer,cellular,10,False,False,False,True,phone call,False,2,18-Aug,132,unknown,0,-1,False
494023,married,50,1,bachelor,accountant,unknown,36,False,False,False,True,phone call,False,5,20-Jun,124,unknown,0,-1,False
526133,single,31,unknown,master,engineer,cellular,380,False,False,False,True,phone call,False,3,21-May,84,failure,1,361,False
508434,single,32,unknown,doctoral,manager,cellular,537,False,True,False,True,phone call,False,4,19-Nov,144,unknown,0,-1,False
507214,single,33,unknown,master,scientist,cellular,1602,False,True,False,True,phone call,False,1,18-Nov,248,failure,1,182,False
506440,married,40,unknown,doctoral,manager,telephone,3027,False,True,False,True,phone call,True,1,23-Oct,126,unknown,0,-1,True
493262,married,44,unknown,master,engineer,unknown,1520,False,True,False,True,phone call,False,1,17-Jun,110,unknown,0,-1,False
483413,single,52,1,master,scientist,unknown,-153,False,True,False,False,phone call,False,2,07-May,87,unknown,0,-1,False
518401,divorced,44,2,master,technician,cellular,674,False,True,False,True,phone call,False,1,11-May,52,failure,8,171,False
512202,single,30,unknown,master,self-employed,cellular,962,False,False,False,True,phone call,False,1,04-Feb,466,unknown,0,-1,False
485106,single,57,3 or more,master,teacher,unknown,2022,False,True,False,True,phone call,False,2,14-May,68,unknown,0,-1,False
513520,single,29,unknown,master,unemployed,cellular,53,False,False,False,True,phone call,False,1,26-Feb,48,unknown,0,-1,False
525426,married,64,unknown,master,accountant,cellular,1461,False,False,False,True,phone call,False,1,18-Feb,328,failure,4,183,False
503206,single,34,unknown,doctoral,manager,cellular,8854,False,True,False,True,phone call,True,4,13-Aug,786,unknown,0,-1,True
526383,single,22,unknown,master,architect,cellular,1626,False,False,False,True,phone call,True,3,28-Jun,334,unknown,0,-1,True
487069,married,40,1,unknown,engineer,unknown,210,False,True,False,True,phone call,False,8,20-May,421,unknown,0,-1,False
515616,single,33,unknown,master,scientist,cellular,3826,False,True,False,True,phone call,False,1,20-Apr,459,unknown,0,-1,False
527449,single,25,unknown,master,scientist,cellular,303,False,False,False,True,phone call,True,3,22-Oct,646,unknown,0,-1,True
492506,married,54,unknown,doctoral,manager,unknown,72,False,False,False,True,phone call,False,1,11-Jun,104,unknown,0,-1,False
485953,married,58,unknown,doctoral,manager,unknown,653,False,True,False,True,phone call,False,6,15-May,767,unknown,0,-1,False
506290,married,54,1,bachelor,engineer,cellular,963,False,False,False,True,phone call,False,8,29-Aug,68,unknown,0,-1,False
522039,single,24,unknown,doctoral,technician,cellular,10,False,True,False,True,phone call,True,2,27-May,112,unknown,0,-1,True
499909,married,53,3 or more,unknown,engineer,cellular,5072,False,False,False,True,phone call,False,2,29-Jul,140,unknown,0,-1,False
525296,divorced,84,3 or more,bachelor,accountant,telephone,2367,False,False,False,True,phone call,False,2,08-Feb,133,failure,2,115,False
501397,married,48,unknown,bachelor,engineer,cellular,10,True,False,False,True,phone call,False,1,05-Aug,62,unknown,0,-1,False
496994,married,47,unknown,bachelor,engineer,cellular,177,False,False,False,True,phone call,False,5,15-Jul,106,unknown,0,-1,False
487237,married,31,3 or more,master,engineer,unknown,402,False,True,False,True,phone call,False,1,21-May,186,unknown,0,-1,False
485676,married,45,unknown,master,scientist,unknown,3235,False,True,False,True,phone call,False,1,15-May,174,unknown,0,-1,False
482882,married,31,unknown,master,scientist,unknown,25,True,True,False,True,phone call,False,1,06-May,110,unknown,0,-1,False
513051,single,28,unknown,master,engineer,cellular,475,True,False,False,True,phone call,False,3,06-Feb,84,success,1,213,False
503365,single,35,unknown,master,manager,cellular,1080,True,False,False,True,phone call,False,2,14-Aug,85,unknown,0,-1,False
521334,married,33,unknown,bachelor,engineer,cellular,754,False,True,False,True,phone call,False,4,18-May,18,unknown,0,-1,False
505683,married,36,unknown,doctoral,manager,cellular,10,False,False,False,True,phone call,False,11,27-Aug,504,unknown,0,-1,False
516914,married,57,unknown,master,accountant,cellular,10,False,True,False,True,phone call,False,1,05-May,116,failure,4,363,False
502126,single,31,0,doctoral,manager,cellular,26,False,False,False,True,phone call,False,2,08-Aug,76,unknown,0,-1,False
486170,single,32,unknown,doctoral,student,unknown,11052,False,False,False,True,phone call,False,1,16-May,129,unknown,0,-1,False
524913,married,32,2,doctoral,scientist,cellular,544,False,False,False,True,phone call,False,2,23-Dec,128,other,2,201,False
503617,married,58,unknown,master,manager,cellular,43,False,False,False,True,phone call,False,11,18-Aug,78,unknown,0,-1,False
491445,married,45,unknown,doctoral,architect,unknown,2192,False,False,False,True,phone call,False,1,05-Jun,409,unknown,0,-1,False
501228,single,31,1,doctoral,scientist,cellular,358,False,False,False,True,phone call,False,1,04-Aug,136,unknown,0,-1,False
495889,married,52,unknown,bachelor,manager,cellular,302,False,False,False,True,phone call,False,1,09-Jul,75,unknown,0,-1,False
508589,married,31,unknown,master,scientist,cellular,1147,False,True,False,True,phone call,False,1,20-Nov,330,unknown,0,-1,False
488878,divorced,43,1,bachelor,engineer,unknown,15,False,True,False,True,phone call,False,4,27-May,103,unknown,0,-1,False
519752,married,50,unknown,doctoral,engineer,cellular,250,False,True,False,True,phone call,False,3,13-May,170,unknown,0,-1,False
499266,married,34,unknown,master,technician,cellular,12,False,True,False,True,phone call,False,11,25-Jul,125,unknown,0,-1,False
498978,married,41,unknown,doctoral,manager,cellular,10,False,True,False,True,phone call,False,1,24-Jul,179,unknown,0,-1,False
499833,single,35,unknown,doctoral,manager,cellular,283,True,True,False,True,phone call,False,9,28-Jul,79,unknown,0,-1,False
502240,divorced,53,unknown,doctoral,self-employed,cellular,10,True,True,False,True,phone call,False,2,08-Aug,128,unknown,0,-1,False
487777,single,30,unknown,master,engineer,unknown,81,False,False,False,True,phone call,False,3,23-May,115,unknown,0,-1,False
503713,divorced,58,unknown,master,teacher,cellular,726,False,False,False,True,phone call,False,7,18-Aug,94,unknown,0,-1,False
500414,divorced,41,unknown,bachelor,engineer,cellular,10,False,False,False,True,phone call,True,2,30-Jul,460,unknown,0,-1,True
502384,married,34,0,doctoral,manager,cellular,759,False,False,False,True,phone call,False,4,08-Aug,208,unknown,0,-1,False
493080,divorced,39,unknown,doctoral,scientist,unknown,1659,False,False,False,True,phone call,False,2,16-Jun,320,unknown,0,-1,False
497625,married,37,unknown,doctoral,manager,cellular,10,False,False,True,True,phone call,False,2,17-Jul,84,unknown,0,-1,False
521300,married,29,unknown,doctoral,architect,cellular,96,False,True,False,True,phone call,False,1,18-May,205,unknown,0,-1,False
493675,married,60,unknown,bachelor,accountant,unknown,384,False,False,False,True,phone call,False,2,18-Jun,46,unknown,0,-1,False
522503,single,25,unknown,doctoral,student,cellular,48,False,True,False,True,phone call,True,1,05-Jun,136,success,1,94,True
500829,married,39,unknown,doctoral,manager,cellular,60,False,False,False,True,phone call,False,4,31-Jul,196,unknown,0,-1,False
524447,married,52,unknown,doctoral,student,cellular,667,False,True,False,True,phone call,False,2,30-Oct,164,unknown,0,-1,False
495696,single,27,0,master,teacher,cellular,-126,False,False,False,False,phone call,False,2,08-Jul,257,unknown,0,-1,False
487578,married,52,unknown,master,manager,unknown,166,False,False,False,True,phone call,False,5,23-May,45,unknown,0,-1,False
503543,divorced,34,1,doctoral,manager,cellular,10,False,False,False,True,phone call,False,3,14-Aug,206,unknown,0,-1,False
485575,divorced,47,unknown,doctoral,manager,unknown,106,False,False,False,True,phone call,False,1,15-May,223,unknown,0,-1,False
514531,single,27,0,master,scientist,cellular,405,False,True,False,True,phone call,True,2,15-Apr,936,unknown,0,-1,True
510311,single,32,unknown,master,engineer,cellular,2481,False,False,False,True,phone call,False,1,28-Jan,391,unknown,0,-1,False
517806,single,25,2,doctoral,unemployed,cellular,10,False,True,False,True,phone call,False,1,07-May,162,unknown,0,-1,False
483570,married,40,unknown,doctoral,scientist,unknown,103,False,True,False,True,phone call,False,2,08-May,124,unknown,0,-1,False
526370,single,48,unknown,doctoral,manager,cellular,87,False,False,False,True,phone call,True,3,28-Jun,255,other,6,186,True
498735,single,28,unknown,master,engineer,cellular,-353,True,False,False,False,phone call,False,2,23-Jul,128,unknown,0,-1,False
513228,married,31,3 or more,master,teacher,cellular,600,True,False,False,True,phone call,False,6,09-Feb,173,unknown,0,-1,False
